2014-12-30,1423.98,1424.16,1407.51,1407.51
2014-12-29,1433.80,1433.84,1409.53,1424.67
2014-12-26,1419.89,1429.09,1419.77,1427.50
2014-12-25,1422.53,1424.24,1418.83,1421.26
2014-12-24,1428.27,1429.32,1423.80,1426.02
2014-12-22,1415.97,1417.27,1407.29,1413.05
2014-12-19,1399.92,1409.61,1396.48,1409.61
2014-12-18,1377.77,1389.69,1374.39,1376.32
2014-12-17,1347.03,1362.08,1346.37,1352.01
2014-12-16,1362.52,1365.64,1350.73,1353.37
2014-12-15,1383.05,1391.42,1377.44,1379.29
2014-12-12,1394.97,1414.16,1394.54,1399.65
2014-12-11,1386.96,1399.71,1378.62,1397.04
2014-12-10,1421.03,1426.04,1400.04,1406.83
2014-12-09,1436.14,1442.01,1433.52,1436.09
2014-12-08,1453.89,1454.22,1442.73,1447.58
2014-12-05,1438.90,1445.77,1433.88,1445.67
2014-12-04,1441.46,1443.33,1437.04,1440.60
2014-12-03,1435.98,1440.67,1427.23,1429.75
2014-12-02,1414.00,1429.49,1414.00,1427.85
2014-12-01,1413.60,1427.12,1413.60,1421.65
2014-11-28,1397.23,1410.34,1397.23,1410.34
2014-11-27,1401.62,1403.90,1390.60,1391.90
2014-11-26,1405.07,1411.38,1403.92,1406.40
2014-11-25,1413.27,1413.27,1405.37,1409.15
2014-11-21,1397.78,1401.58,1384.61,1400.18
2014-11-20,1404.74,1405.20,1396.14,1397.64
2014-11-19,1399.83,1408.53,1394.84,1396.54
2014-11-18,1381.98,1395.54,1381.98,1394.88
2014-11-17,1394.46,1395.37,1362.34,1366.13
2014-11-14,1401.17,1401.50,1385.61,1400.41
2014-11-13,1376.01,1390.29,1370.16,1389.51
2014-11-12,1385.89,1393.46,1375.66,1377.05
2014-11-11,1365.27,1378.89,1363.05,1375.21
2014-11-10,1355.14,1361.20,1353.42,1360.11
2014-11-07,1366.02,1369.13,1361.42,1363.67
2014-11-06,1375.87,1378.77,1353.76,1356.35
2014-11-05,1363.51,1373.06,1360.88,1371.76
2014-11-04,1358.97,1392.90,1358.62,1368.65
2014-10-31,1291.69,1338.35,1291.64,1333.64
2014-10-30,1273.62,1282.88,1272.88,1278.90
2014-10-29,1260.83,1273.30,1259.07,1270.64
2014-10-28,1251.68,1255.05,1246.04,1252.00
2014-10-27,1251.44,1257.14,1247.04,1254.28
2014-10-24,1249.35,1250.74,1239.08,1242.32
2014-10-23,1230.25,1238.78,1224.04,1232.34
2014-10-22,1224.50,1236.69,1222.42,1236.41
2014-10-21,1227.48,1227.90,1201.50,1205.36
2014-10-20,1201.17,1226.59,1200.84,1224.34
2014-10-17,1197.95,1200.83,1177.22,1177.22
2014-10-16,1201.90,1202.38,1192.75,1195.50
2014-10-15,1219.81,1225.28,1212.86,1223.67
2014-10-14,1221.11,1225.31,1212.42,1214.27
2014-10-10,1240.69,1245.45,1236.81,1243.09
2014-10-09,1279.81,1282.65,1259.68,1260.78
2014-10-08,1272.89,1278.50,1267.94,1274.85
2014-10-07,1296.24,1303.57,1288.97,1290.89
2014-10-06,1299.03,1303.80,1293.12,1296.40
2014-10-03,1275.17,1284.19,1273.75,1282.54
2014-10-02,1302.47,1303.02,1278.73,1280.15
2014-10-01,1325.55,1329.69,1318.08,1318.21
2014-09-30,1334.21,1334.36,1315.53,1326.29
2014-09-29,1340.49,1340.62,1333.91,1337.30
2014-09-26,1321.83,1332.59,1321.83,1331.95
2014-09-25,1336.65,1346.43,1335.62,1346.43
2014-09-24,1321.51,1328.37,1321.51,1326.18
2014-09-22,1333.63,1334.86,1326.35,1330.88
2014-09-19,1324.34,1335.89,1322.42,1331.91
2014-09-18,1315.97,1320.86,1315.16,1317.91
2014-09-17,1312.52,1313.88,1304.96,1304.96
2014-09-16,1311.56,1312.82,1308.14,1310.86
2014-09-12,1311.09,1315.92,1309.09,1313.72
2014-09-11,1314.63,1314.63,1309.68,1311.24
2014-09-10,1294.16,1306.79,1294.16,1306.79
2014-09-09,1305.41,1305.56,1299.62,1299.62
2014-09-08,1298.57,1299.03,1292.59,1298.64
2014-09-05,1303.91,1303.96,1290.78,1293.21
2014-09-04,1301.06,1301.93,1295.34,1296.39
2014-09-03,1306.44,1307.09,1299.67,1301.52
2014-09-02,1286.22,1301.46,1285.15,1297.00
2014-09-01,1280.54,1283.16,1279.52,1283.06
2014-08-29,1277.35,1281.87,1275.10,1277.97
2014-08-28,1281.08,1281.67,1276.09,1280.74
2014-08-27,1286.73,1291.80,1280.55,1285.92
2014-08-26,1291.62,1292.66,1284.79,1285.01
2014-08-25,1291.20,1292.13,1287.26,1291.31
2014-08-22,1296.02,1296.02,1284.17,1286.07
2014-08-21,1284.95,1291.86,1284.37,1291.19
2014-08-20,1283.54,1284.14,1278.77,1279.64
2014-08-19,1280.10,1282.16,1277.25,1280.29
2014-08-18,1272.14,1272.77,1268.37,1271.26
2014-08-15,1270.76,1271.69,1267.46,1270.68
2014-08-14,1268.51,1272.06,1265.95,1270.50
2014-08-13,1254.69,1263.84,1253.88,1262.13
2014-08-12,1256.25,1262.50,1255.52,1257.69
2014-08-11,1247.23,1254.58,1241.63,1252.51
2014-08-08,1246.73,1248.36,1224.85,1228.26
2014-08-07,1251.66,1258.12,1242.63,1258.12
2014-08-06,1260.05,1260.50,1248.39,1251.29
2014-08-05,1278.45,1278.77,1263.08,1263.53
2014-08-04,1276.80,1280.93,1272.88,1276.19
2014-08-01,1279.09,1286.06,1278.31,1281.30
2014-07-31,1299.20,1300.53,1289.07,1289.42
2014-07-30,1289.85,1293.19,1287.99,1292.24
2014-07-29,1287.64,1291.46,1287.18,1290.41
2014-07-28,1279.57,1288.19,1279.48,1286.07
2014-07-25,1274.05,1281.35,1273.27,1281.35
2014-07-24,1273.30,1276.50,1265.63,1269.86
2014-07-23,1275.56,1276.94,1271.09,1272.39
2014-07-22,1269.49,1275.60,1269.23,1273.27
2014-07-18,1258.17,1263.36,1253.72,1263.29
2014-07-17,1277.41,1280.01,1270.99,1273.38
2014-07-16,1272.92,1278.37,1271.32,1273.59
2014-07-15,1271.65,1278.12,1271.12,1273.68
2014-07-14,1256.82,1266.91,1255.69,1265.46
2014-07-11,1248.96,1256.18,1247.66,1255.19
2014-07-10,1272.35,1273.18,1259.23,1259.25
2014-07-09,1264.09,1272.22,1263.72,1270.82
2014-07-08,1273.51,1280.72,1267.27,1275.70
2014-07-07,1284.08,1287.34,1279.83,1279.87
2014-07-04,1289.17,1289.17,1283.40,1285.24
2014-07-03,1284.70,1284.99,1275.78,1278.59
2014-07-02,1283.01,1284.82,1279.36,1280.78
2014-07-01,1265.32,1279.61,1263.10,1276.08
2014-06-30,1257.33,1262.66,1250.18,1262.56
2014-06-27,1262.70,1263.24,1245.20,1253.15
2014-06-26,1265.28,1267.30,1261.60,1263.43
2014-06-25,1263.86,1267.67,1260.83,1260.83
2014-06-24,1263.11,1271.93,1258.06,1268.50
2014-06-23,1272.32,1273.33,1265.17,1267.48
2014-06-20,1270.52,1273.80,1264.46,1268.92
2014-06-19,1250.61,1269.59,1250.47,1269.04
2014-06-18,1240.90,1250.25,1239.90,1249.15
2014-06-17,1237.47,1242.53,1236.45,1238.20
2014-06-16,1241.87,1242.09,1230.30,1234.68
2014-06-13,1227.60,1245.53,1227.60,1243.97
2014-06-12,1230.07,1238.70,1226.41,1237.75
2014-06-11,1228.98,1239.18,1228.77,1239.07
2014-06-10,1236.25,1241.01,1226.20,1228.73
2014-06-09,1243.01,1243.45,1234.46,1234.78
2014-06-06,1237.54,1238.89,1232.39,1234.57
2014-06-05,1236.17,1238.51,1229.16,1232.75
2014-06-04,1231.56,1233.95,1227.15,1233.95
2014-06-03,1231.90,1232.07,1227.34,1228.59
2014-06-02,1210.82,1222.49,1210.82,1220.47
2014-05-30,1202.71,1205.60,1198.04,1201.41
2014-05-29,1193.01,1203.63,1192.87,1200.68
2014-05-28,1197.71,1201.90,1195.09,1198.17
2014-05-27,1194.34,1204.73,1193.97,1195.11
2014-05-26,1192.01,1194.69,1189.09,1194.69
2014-05-23,1175.39,1186.48,1175.39,1180.44
2014-05-22,1159.10,1172.49,1155.76,1169.34
2014-05-21,1145.17,1150.96,1143.63,1150.05
2014-05-20,1155.47,1159.40,1150.66,1153.38
2014-05-19,1159.09,1161.08,1149.06,1150.07
2014-05-16,1162.17,1162.29,1151.97,1159.07
2014-05-15,1173.19,1178.55,1164.86,1178.29
2014-05-14,1176.75,1183.15,1174.72,1183.15
2014-05-13,1175.09,1180.39,1173.81,1178.35
2014-05-12,1164.33,1168.89,1157.91,1157.91
2014-05-09,1154.48,1171.26,1154.24,1165.51
2014-05-08,1157.95,1167.00,1155.47,1160.01
2014-05-07,1171.01,1171.30,1152.01,1152.01
2014-05-02,1179.57,1182.48,1177.09,1182.48
2014-05-01,1167.25,1182.20,1166.99,1182.20
2014-04-30,1169.15,1170.31,1160.65,1162.44
2014-04-28,1160.01,1162.11,1154.72,1160.74
2014-04-25,1163.58,1177.82,1160.64,1169.99
2014-04-24,1174.47,1174.86,1160.98,1164.90
2014-04-23,1170.49,1173.81,1167.62,1173.81
2014-04-22,1175.53,1177.95,1162.50,1162.50
2014-04-21,1175.62,1181.92,1169.35,1171.40
2014-04-18,1172.00,1173.41,1166.98,1173.37
2014-04-17,1167.34,1174.16,1162.15,1166.59
2014-04-16,1146.55,1166.55,1145.73,1166.55
2014-04-15,1144.03,1144.29,1134.26,1136.09
2014-04-14,1128.07,1143.93,1128.07,1132.76
2014-04-11,1129.28,1140.66,1121.50,1134.09
2014-04-10,1164.50,1167.49,1146.40,1149.49
2014-04-09,1159.81,1163.60,1146.12,1150.44
2014-04-08,1187.57,1188.02,1173.88,1174.56
2014-04-07,1202.39,1205.39,1193.45,1196.84
2014-04-04,1213.13,1219.27,1212.76,1215.89
2014-04-03,1216.72,1223.26,1213.44,1216.77
2014-04-02,1210.42,1222.60,1210.24,1211.36
2014-04-01,1207.63,1208.19,1197.58,1204.25
2014-03-31,1198.84,1204.40,1189.30,1202.89
2014-03-28,1174.64,1187.10,1168.78,1186.52
2014-03-27,1158.31,1179.41,1149.04,1176.90
2014-03-26,1170.96,1175.85,1164.51,1172.07
2014-03-25,1158.99,1170.90,1153.66,1163.70
2014-03-24,1150.86,1171.60,1150.18,1163.04
2014-03-20,1169.80,1171.39,1145.90,1145.97
2014-03-19,1172.39,1180.88,1157.16,1164.33
2014-03-18,1173.66,1175.16,1164.99,1165.94
2014-03-17,1158.89,1163.85,1148.24,1154.93
2014-03-14,1182.03,1182.79,1162.90,1164.70
2014-03-13,1205.80,1210.74,1201.59,1203.46
2014-03-12,1217.33,1218.50,1205.59,1206.94
2014-03-11,1230.66,1236.36,1226.15,1233.21
2014-03-10,1231.51,1235.70,1223.30,1227.61
2014-03-07,1239.08,1241.88,1228.67,1236.97
2014-03-06,1215.06,1231.61,1211.69,1228.36
2014-03-05,1218.51,1223.41,1212.82,1212.90
2014-03-04,1186.25,1207.89,1186.25,1204.11
2014-03-03,1197.77,1199.14,1179.59,1196.76
2014-02-28,1216.64,1218.06,1202.67,1211.66
2014-02-27,1221.88,1226.02,1214.16,1217.35
2014-02-26,1223.14,1233.70,1222.49,1225.35
2014-02-25,1228.85,1234.54,1225.88,1233.66
