日付,始値,高値,安値,終値,出来高,売買代金
2010-12-30,508.00,510.00,497.00,503.00,2958700,1488409300
2010-12-29,505.00,514.00,505.00,508.00,2033500,1034966300
2010-12-28,510.00,512.00,506.00,507.00,2364200,1202885600
2010-12-27,508.00,519.00,507.00,509.00,5537200,2838950300
2010-12-24,501.00,520.00,498.00,513.00,8796600,4501116600
2010-12-22,510.00,515.00,500.00,504.00,5786600,2938095300
2010-12-21,510.00,518.00,504.00,507.00,6184400,3156795100
2010-12-20,517.00,524.00,500.00,505.00,11102000,5697821000
2010-12-17,493.00,525.00,488.00,519.00,18585800,9525336200
2010-12-16,502.00,505.00,491.00,496.00,8757300,4347007500
2010-12-15,503.00,512.00,496.00,508.00,11946600,6036864700
2010-12-14,495.00,509.00,486.00,495.00,16296300,8091880100
2010-12-13,460.00,503.00,460.00,496.00,25281900,12330577100
2010-12-10,458.00,466.00,444.00,461.00,20103100,9193888100
2010-12-09,421.00,463.00,417.00,463.00,20818300,9267436700
2010-12-08,423.00,432.00,417.00,421.00,5362900,2273885200
2010-12-07,436.00,441.00,421.00,424.00,6221800,2664747100
2010-12-06,447.00,451.00,432.00,435.00,10332400,4552461400
2010-12-03,412.00,439.00,399.00,439.00,15680200,6612848800
2010-12-02,423.00,424.00,407.00,413.00,4028900,1667380300
2010-12-01,426.00,431.00,402.00,412.00,5952000,2460349200
2010-11-30,426.00,434.00,421.00,425.00,4303000,1831558700
2010-11-29,427.00,439.00,416.00,427.00,6850900,2931094300
2010-11-26,423.00,434.00,411.00,419.00,6578200,2774152300
2010-11-25,439.00,447.00,424.00,428.00,7474400,3255901300
2010-11-24,421.00,452.00,413.00,447.00,13707800,5963925000
2010-11-22,468.00,471.00,434.00,437.00,20903700,9429604700
2010-11-19,432.00,455.00,430.00,450.00,26990600,11919384600
2010-11-18,398.00,430.00,398.00,425.00,24296100,10131732900
2010-11-17,361.00,391.00,357.00,390.00,12094700,4556425900
2010-11-16,363.00,371.00,356.00,359.00,8120000,2954730900
2010-11-15,343.00,357.00,335.00,356.00,4899100,1703306500
2010-11-12,336.00,346.00,331.00,340.00,4535200,1540707900
2010-11-11,317.00,337.00,312.00,336.00,4937800,1626087300
2010-11-10,313.00,320.00,312.00,318.00,1484100,469775000
2010-11-09,314.00,316.00,308.00,311.00,2032600,633537200
2010-11-08,312.00,325.00,309.00,320.00,5028100,1599298700
2010-11-05,300.00,304.00,297.00,298.00,1051700,315373000
2010-11-04,297.00,300.00,294.00,296.00,1399400,415304100
2010-11-02,288.00,293.00,283.00,293.00,1758200,505982400
2010-11-01,296.00,296.00,285.00,288.00,3427800,992876800
2010-10-29,319.00,319.00,295.00,299.00,4119700,1255004800
2010-10-28,316.00,326.00,311.00,317.00,4688600,1493971300
2010-10-27,318.00,320.00,309.00,313.00,4421500,1392489400
2010-10-26,302.00,323.00,297.00,321.00,9198700,2885771200
2010-10-25,276.00,303.00,275.00,303.00,6916700,2024486700
2010-10-22,280.00,281.00,277.00,278.00,671600,187219800
2010-10-21,285.00,285.00,278.00,279.00,1300500,365094800
2010-10-20,274.00,285.00,270.00,285.00,1669000,465043800
2010-10-19,278.00,287.00,274.00,278.00,1569000,439265800
2010-10-18,269.00,278.00,269.00,278.00,1203100,330334700
2010-10-15,280.00,281.00,270.00,271.00,1645000,452192700
2010-10-14,284.00,288.00,278.00,282.00,1729400,488584700
2010-10-13,291.00,295.00,282.00,285.00,1819800,524066000
2010-10-12,296.00,299.00,288.00,289.00,1904500,556816800
2010-10-08,295.00,303.00,287.00,298.00,3733200,1105364300
2010-10-07,290.00,307.00,288.00,299.00,5162300,1544929400
2010-10-06,275.00,293.00,269.00,291.00,6298700,1787633600
2010-10-05,278.00,279.00,265.00,269.00,7010600,1906511300
2010-10-04,305.00,306.00,285.00,285.00,4216000,1232121500
2010-10-01,307.00,309.00,302.00,308.00,1614000,492313500
2010-09-30,313.00,318.00,305.00,305.00,3101800,961444000
2010-09-29,324.00,325.00,312.00,312.00,2719200,862643600
2010-09-28,327.00,331.00,323.00,326.00,2147600,703212700
2010-09-27,350.00,350.00,334.00,342.00,3265500,1115018100
2010-09-24,353.00,357.00,349.00,349.00,2918800,1026699300
2010-09-22,352.00,359.00,351.00,353.00,3063600,1088452300
2010-09-21,355.00,357.00,351.00,352.00,1444800,510712000
2010-09-17,353.00,354.00,350.00,353.00,1859100,654250800
2010-09-16,357.00,359.00,349.00,349.00,1915500,675619500
2010-09-15,349.00,357.00,348.00,354.00,2290200,807605100
2010-09-14,361.00,362.00,351.00,353.00,2823800,1002361300
2010-09-13,365.00,366.00,359.00,359.00,2603400,941725400
2010-09-10,358.00,366.00,352.00,359.00,3277500,1182173700
2010-09-09,376.00,377.00,356.00,360.00,7640000,2802902400
2010-09-08,369.00,373.00,362.00,370.00,11271200,4150377000
2010-09-07,353.00,371.00,352.00,367.00,10806100,3939021600
2010-09-06,353.00,356.00,345.00,352.00,3052100,1070410800
2010-09-03,346.00,354.00,341.00,350.00,4219200,1473209800
2010-09-02,362.00,363.00,343.00,344.00,4531700,1592629600
2010-09-01,361.00,368.00,348.00,354.00,7768800,2771800600
2010-08-31,347.00,370.00,345.00,364.00,11213500,4016393400
2010-08-30,344.00,356.00,341.00,352.00,6653100,2319059800
2010-08-27,322.00,338.00,318.00,336.00,3660200,1207907600
2010-08-26,328.00,332.00,321.00,326.00,2046100,664915300
2010-08-25,315.00,334.00,314.00,325.00,6046300,1978039300
2010-08-24,343.00,344.00,318.00,319.00,6974100,2288808900
2010-08-23,353.00,359.00,345.00,349.00,5788800,2033489500
2010-08-20,343.00,361.00,333.00,349.00,14464900,5061519700
2010-08-19,317.00,345.00,316.00,342.00,10707400,3583799400
2010-08-18,316.00,320.00,306.00,313.00,3689500,1155293500
2010-08-17,311.00,320.00,296.00,312.00,6837100,2119567100
2010-08-16,324.00,337.00,306.00,308.00,4644000,1458602800
2010-08-13,344.00,344.00,321.00,324.00,3351300,1107735000
2010-08-12,364.00,364.00,339.00,341.00,4747200,1642392300
2010-08-11,394.00,397.00,378.00,379.00,2142800,820448600
2010-08-10,412.00,422.00,393.00,399.00,2352900,953647300
2010-08-09,400.00,424.00,398.00,420.00,2429500,1009207900
2010-08-06,398.00,404.00,391.00,397.00,834200,331531900
2010-08-05,385.00,399.00,384.00,398.00,1329700,522694300
2010-08-04,383.00,389.00,377.00,383.00,836400,320510300
2010-08-03,390.00,391.00,380.00,383.00,839700,322079300
2010-08-02,393.00,393.00,384.00,387.00,755900,293101000
2010-07-30,392.00,394.00,387.00,389.00,668900,261016300
2010-07-29,405.00,405.00,391.00,392.00,1222600,483671600
2010-07-28,388.00,405.00,387.00,405.00,1586900,633206200
2010-07-27,393.00,393.00,385.00,386.00,942100,365910300
2010-07-26,401.00,409.00,390.00,392.00,1306800,519303400
2010-07-23,386.00,401.00,384.00,395.00,1837900,722581300
2010-07-22,390.00,394.00,379.00,381.00,1376200,529060000
2010-07-21,406.00,407.00,376.00,384.00,2618800,1013657400
2010-07-20,410.00,419.00,402.00,405.00,1408900,576050100
2010-07-16,418.00,429.00,407.00,413.00,1523300,632918500
2010-07-15,443.00,445.00,413.00,419.00,2312600,978230400
2010-07-14,457.00,461.00,443.00,446.00,984700,443271900
2010-07-13,463.00,465.00,453.00,454.00,574400,262494400
2010-07-12,452.00,465.00,451.00,456.00,723700,330868600
2010-07-09,458.00,461.00,451.00,458.00,713200,325743800
2010-07-08,467.00,467.00,453.00,455.00,712500,327115400
2010-07-07,465.00,468.00,450.00,455.00,947400,432078700
2010-07-06,449.00,473.00,444.00,470.00,1147000,528691100
2010-07-05,461.00,463.00,447.00,451.00,910400,411321500
2010-07-02,455.00,468.00,452.00,454.00,1106600,507165900
2010-07-01,480.00,480.00,452.00,459.00,1582900,732626000
2010-06-30,469.00,492.00,465.00,490.00,1589600,764874000
2010-06-29,487.00,492.00,460.00,470.00,1637100,776218000
2010-06-28,506.00,506.00,488.00,491.00,738800,366237500
2010-06-25,520.00,523.00,498.00,509.00,948000,484669100
2010-06-24,536.00,537.00,527.00,528.00,657600,349541800
2010-06-23,530.00,532.00,518.00,528.00,726200,382119300
2010-06-22,541.00,548.00,531.00,534.00,751600,403765600
2010-06-21,540.00,550.00,538.00,540.00,1015900,551145500
2010-06-18,536.00,543.00,533.00,538.00,920000,494489600
2010-06-17,544.00,563.00,534.00,536.00,1452700,792860800
2010-06-16,540.00,551.00,537.00,539.00,1134200,614579100
2010-06-15,528.00,538.00,525.00,530.00,817400,434098000
2010-06-14,526.00,542.00,515.00,530.00,1721700,914674000
2010-06-11,534.00,538.00,525.00,526.00,1327100,704486300
2010-06-10,538.00,539.00,521.00,524.00,1866600,984413400
2010-06-09,566.00,566.00,532.00,539.00,2995000,1627882800
2010-06-08,569.00,594.00,560.00,576.00,2206900,1272455600
2010-06-07,582.00,592.00,561.00,579.00,1663600,959742800
2010-06-04,577.00,599.00,571.00,591.00,2625500,1547879500
2010-06-03,540.00,585.00,533.00,581.00,8575200,4766139200
2010-06-02,592.00,600.00,568.00,569.00,1882300,1091383200
2010-06-01,610.00,614.00,587.00,594.00,1418300,847542900
2010-05-31,621.00,627.00,612.00,613.00,1196900,737117400
2010-05-28,645.00,648.00,619.00,621.00,1518700,952001900
2010-05-27,620.00,645.00,614.00,636.00,980900,618363500
2010-05-26,640.00,650.00,617.00,630.00,1004200,632637000
2010-05-25,648.00,677.00,627.00,635.00,1454400,943990700
2010-05-24,655.00,658.00,635.00,642.00,1259800,811883500
2010-05-21,673.00,684.00,648.00,662.00,1830800,1215301300
2010-05-20,692.00,701.00,679.00,683.00,854500,589046900
2010-05-19,712.00,718.00,684.00,702.00,909100,634029800
2010-05-18,731.00,743.00,716.00,727.00,1229500,896826500
2010-05-17,753.00,757.00,705.00,716.00,2076500,1503462100
2010-05-14,797.00,813.00,793.00,797.00,1447700,1161425400
2010-05-13,773.00,793.00,757.00,792.00,1139600,888679800
2010-05-12,736.00,765.00,727.00,759.00,1210700,910111300
2010-05-11,755.00,762.00,742.00,744.00,747000,560050200
2010-05-10,719.00,739.00,715.00,737.00,566000,413630000
2010-05-07,720.00,740.00,713.00,726.00,635700,462078700
2010-05-06,755.00,761.00,737.00,742.00,901900,675066200
2010-04-30,751.00,773.00,751.00,770.00,596600,456617300
2010-04-28,754.00,770.00,746.00,747.00,933800,703411600
2010-04-27,779.00,782.00,762.00,769.00,790000,608256700
2010-04-26,768.00,794.00,767.00,775.00,1240400,967645300
2010-04-23,759.00,787.00,746.00,783.00,1494300,1144747600
2010-04-22,766.00,767.00,739.00,755.00,1493500,1122456600
2010-04-21,748.00,783.00,742.00,774.00,2035100,1563013700
2010-04-20,721.00,757.00,712.00,729.00,1645900,1215149900
2010-04-19,700.00,735.00,695.00,727.00,1457800,1053184100
2010-04-16,711.00,722.00,696.00,710.00,805400,572340400
2010-04-15,704.00,722.00,683.00,705.00,2107300,1473853700
2010-04-14,680.00,723.00,676.00,710.00,1953900,1363126000
2010-04-13,664.00,664.00,651.00,660.00,558300,367498300
2010-04-12,655.00,672.00,650.00,664.00,1514300,1004467100
2010-04-09,620.00,646.00,617.00,646.00,1482700,939012600
2010-04-08,600.00,616.00,600.00,613.00,706700,429979900
2010-04-07,598.00,606.00,597.00,601.00,513000,308337700
2010-04-06,607.00,608.00,601.00,602.00,562700,340348100
2010-04-05,613.00,616.00,604.00,607.00,460300,280262000
2010-04-02,619.00,619.00,606.00,609.00,467700,286026100
2010-04-01,610.00,612.00,602.00,609.00,448800,272841600
2010-03-31,624.00,628.00,614.00,615.00,456600,282555000
2010-03-30,602.00,621.00,602.00,621.00,767400,469950100
2010-03-29,593.00,607.00,591.00,598.00,687700,411746600
2010-03-26,618.00,620.00,605.00,607.00,781000,476968400
2010-03-25,628.00,633.00,620.00,622.00,484800,302669200
2010-03-24,649.00,649.00,618.00,628.00,801100,503072400
2010-03-23,660.00,661.00,642.00,650.00,560400,364729600
2010-03-19,660.00,670.00,651.00,663.00,726200,478715500
2010-03-18,637.00,669.00,636.00,664.00,1275500,838060700
2010-03-17,614.00,638.00,613.00,636.00,789700,497126600
2010-03-16,612.00,617.00,610.00,615.00,586500,359827600
2010-03-15,600.00,620.00,597.00,617.00,713500,434327500
2010-03-12,608.00,615.00,590.00,597.00,941100,564374800
2010-03-11,566.00,614.00,565.00,611.00,1699500,1016674000
2010-03-10,565.00,568.00,562.00,565.00,212100,119741800
2010-03-09,565.00,569.00,564.00,565.00,256400,145117900
2010-03-08,567.00,570.00,564.00,566.00,220300,124760200
2010-03-05,563.00,566.00,562.00,563.00,227300,128151000
2010-03-04,565.00,567.00,562.00,562.00,157600,88940300
2010-03-03,567.00,568.00,560.00,567.00,197800,111688400
2010-03-02,575.00,575.00,566.00,570.00,220600,125920500
2010-03-01,579.00,579.00,570.00,574.00,284500,163237900
2010-02-26,566.00,575.00,564.00,572.00,194300,110683200
2010-02-25,567.00,574.00,562.00,565.00,332400,188491100
2010-02-24,565.00,567.00,555.00,559.00,373000,208583400
2010-02-23,570.00,570.00,563.00,568.00,266700,151326500
2010-02-22,568.00,577.00,565.00,569.00,486400,276912900
2010-02-19,573.00,575.00,563.00,567.00,267500,152154100
2010-02-18,573.00,574.00,564.00,572.00,337200,191989000
2010-02-17,570.00,578.00,562.00,573.00,747800,427618000
2010-02-16,563.00,568.00,551.00,555.00,396400,220886000
2010-02-15,550.00,568.00,545.00,562.00,842500,471524200
2010-02-12,550.00,553.00,542.00,544.00,501300,274198200
2010-02-10,564.00,565.00,556.00,558.00,327600,183030200
2010-02-09,561.00,566.00,557.00,564.00,349600,196225500
2010-02-08,566.00,575.00,563.00,565.00,379300,215354000
2010-02-05,565.00,577.00,561.00,572.00,501700,286383400
2010-02-04,591.00,592.00,581.00,585.00,371100,217077200
2010-02-03,594.00,595.00,586.00,588.00,352700,208246000
2010-02-02,586.00,587.00,577.00,584.00,335300,195211900
2010-02-01,594.00,594.00,569.00,576.00,593000,342901900
2010-01-29,611.00,612.00,595.00,596.00,512100,308250700
2010-01-28,612.00,619.00,605.00,612.00,455400,278356800
2010-01-27,600.00,625.00,600.00,611.00,522200,320193700
2010-01-26,615.00,618.00,602.00,604.00,579600,352704000
2010-01-25,621.00,624.00,617.00,619.00,385600,239361300
2010-01-22,628.00,637.00,620.00,631.00,555900,349707200
2010-01-21,653.00,655.00,631.00,640.00,820900,526830000
2010-01-20,665.00,682.00,636.00,653.00,1636100,1072298100
2010-01-19,626.00,673.00,622.00,671.00,2735500,1781633500
2010-01-18,588.00,625.00,586.00,612.00,1345800,818023000
2010-01-15,578.00,580.00,574.00,579.00,302600,174438700
2010-01-14,582.00,583.00,570.00,572.00,321900,184761200
2010-01-13,581.00,585.00,578.00,582.00,287300,166875200
2010-01-12,591.00,592.00,582.00,584.00,499200,292875300
2010-01-08,581.00,588.00,572.00,581.00,597500,346406700
2010-01-07,568.00,582.00,564.00,579.00,601800,345607900
2010-01-06,560.00,565.00,552.00,565.00,378000,211808400
2010-01-05,565.00,566.00,553.00,556.00,450900,252357200
2010-01-04,550.00,569.00,549.00,559.00,438800,246117900
