日付,始値,高値,安値,終値,出来高,売買代金
2008-12-30,,,,,0,0
2008-12-29,,,,,0,0
2008-12-26,,,,,0,0
2008-12-25,,,,,0,0
2008-12-24,63100.00,67200.00,62900.00,67200.00,6464,424533800
2008-12-22,64900.00,66300.00,62000.00,62200.00,5306,336677200
2008-12-19,61800.00,65800.00,61000.00,64900.00,9039,577757100
2008-12-18,61300.00,62700.00,59500.00,61000.00,6302,385814500
2008-12-17,66600.00,69100.00,61100.00,62800.00,12425,797120600
2008-12-16,61900.00,67900.00,61200.00,66100.00,14421,942598100
2008-12-15,56400.00,62900.00,54400.00,62900.00,11415,673730300
2008-12-12,56500.00,59300.00,55100.00,57900.00,17964,1031525300
2008-12-11,54100.00,55900.00,52600.00,55900.00,8367,455074400
2008-12-10,50600.00,50900.00,50500.00,50900.00,3361,170426900
2008-12-09,43950.00,46900.00,43500.00,46900.00,11030,512582250
2008-12-08,41650.00,43350.00,41650.00,42900.00,4107,174706100
2008-12-05,42100.00,42600.00,41650.00,41650.00,3143,132118800
2008-12-04,43300.00,44800.00,41350.00,42300.00,4454,188916700
2008-12-03,42600.00,43750.00,42500.00,43200.00,6412,276954900
2008-12-02,43200.00,43900.00,42200.00,42200.00,6971,297623200
2008-12-01,46200.00,46750.00,44800.00,45200.00,5049,231590450
2008-11-28,44850.00,45650.00,44150.00,45050.00,5449,245113300
2008-11-27,43100.00,44550.00,42600.00,44050.00,3567,155986150
2008-11-26,43000.00,43800.00,41750.00,41900.00,3954,167585150
2008-11-25,46000.00,46100.00,42250.00,43800.00,5531,242457100
2008-11-21,41000.00,45000.00,40550.00,44500.00,3966,168865700
2008-11-20,44000.00,44450.00,42450.00,42600.00,4163,180497850
2008-11-19,47800.00,48600.00,44900.00,45550.00,6257,288969850
2008-11-18,49700.00,49750.00,48000.00,48050.00,4991,242566450
2008-11-17,49000.00,51700.00,47400.00,51200.00,6660,336134650
2008-11-14,51300.00,51300.00,48550.00,49350.00,5741,285092300
2008-11-13,46550.00,48300.00,46200.00,47300.00,4065,192272600
2008-11-12,47500.00,49700.00,46650.00,48300.00,4654,224411850
2008-11-11,49500.00,50400.00,47150.00,48900.00,9842,481893050
2008-11-10,50900.00,52200.00,49350.00,51500.00,8670,440859950
2008-11-07,50000.00,52700.00,49000.00,51100.00,4808,246006350
2008-11-06,50000.00,52700.00,49600.00,52300.00,8663,443301400
2008-11-05,52000.00,53200.00,51600.00,53200.00,3625,191782200
2008-11-04,49500.00,50600.00,48100.00,49200.00,6552,321146500
2008-10-31,52200.00,52200.00,47700.00,48550.00,9950,492409650
2008-10-30,49150.00,52200.00,48800.00,52200.00,8363,429403250
2008-10-29,46350.00,48350.00,45800.00,48150.00,9666,453141400
2008-10-28,39950.00,45150.00,39100.00,45150.00,8433,355885950
2008-10-27,44350.00,44800.00,41150.00,41150.00,5899,250299600
2008-10-24,49600.00,49600.00,45100.00,45150.00,6885,317729200
2008-10-23,50000.00,50400.00,46650.00,50100.00,9102,437240050
2008-10-22,52500.00,52500.00,51000.00,51600.00,7188,371586300
2008-10-21,52500.00,53900.00,51200.00,53000.00,9330,488817800
2008-10-20,52200.00,53200.00,49850.00,51000.00,10539,538650800
2008-10-17,55300.00,55300.00,50200.00,51200.00,11337,583593500
2008-10-16,53300.00,53400.00,53300.00,53300.00,2604,138812800
2008-10-15,57000.00,58600.00,54400.00,58300.00,9980,564851800
2008-10-14,56000.00,56000.00,55000.00,56000.00,3119,174400400
2008-10-10,52000.00,55100.00,51000.00,51000.00,6200,321209200
2008-10-09,57700.00,59200.00,55200.00,56000.00,18663,1057534000
2008-10-08,61700.00,62500.00,60200.00,60200.00,4087,248673200
2008-10-07,67000.00,67100.00,64000.00,65200.00,9702,632520000
2008-10-06,70500.00,72000.00,68200.00,69000.00,5516,383132100
2008-10-03,75700.00,77400.00,72100.00,72300.00,5561,407216600
2008-10-02,81900.00,82200.00,76100.00,77700.00,5670,447075700
2008-10-01,83400.00,84800.00,81300.00,81800.00,5576,459370100
2008-09-30,81100.00,83700.00,80400.00,82600.00,8241,673932300
2008-09-29,90700.00,91500.00,87900.00,88400.00,5152,459339200
2008-09-26,91400.00,91800.00,87700.00,89300.00,6427,574998900
2008-09-25,86000.00,91900.00,85700.00,91300.00,7742,698123400
2008-09-24,87600.00,89800.00,85400.00,89000.00,7169,629182100
2008-09-22,83800.00,89600.00,83500.00,88000.00,10741,927316900
2008-09-19,73600.00,83800.00,73200.00,83800.00,21157,1663254200
2008-09-18,75800.00,75800.00,71800.00,73900.00,9379,687620200
2008-09-17,78900.00,78900.00,76500.00,77800.00,12022,934145300
2008-09-16,70000.00,76400.00,70000.00,72900.00,9309,678509900
2008-09-12,74700.00,77300.00,72600.00,76900.00,9430,712804400
2008-09-11,76800.00,77800.00,72600.00,73200.00,11416,852353900
2008-09-10,73000.00,79800.00,72200.00,77800.00,11851,912527700
2008-09-09,81600.00,82300.00,73600.00,75000.00,11370,873750000
2008-09-08,80900.00,85000.00,80400.00,81500.00,8945,738137900
2008-09-05,77200.00,79800.00,76400.00,79400.00,7063,552436900
2008-09-04,84200.00,84200.00,79600.00,80200.00,7318,592793100
2008-09-03,88000.00,88900.00,83500.00,84500.00,8295,706607600
2008-09-02,86800.00,90000.00,85900.00,88400.00,9524,837310900
2008-09-01,87000.00,88200.00,85900.00,86200.00,6364,551545000
2008-08-29,84600.00,90600.00,84600.00,90000.00,11616,1023641400
2008-08-28,85700.00,86400.00,83300.00,83600.00,5693,479703600
2008-08-27,89200.00,89200.00,83900.00,86900.00,10389,897004800
2008-08-26,87900.00,88300.00,82400.00,87600.00,10587,911164100
2008-08-25,89800.00,92300.00,88800.00,89000.00,7320,660282100
2008-08-22,90600.00,90800.00,87600.00,88400.00,5965,528107600
2008-08-21,92500.00,93700.00,89800.00,90100.00,5958,539071900
2008-08-20,90000.00,94700.00,89800.00,93200.00,6333,586579600
2008-08-19,91900.00,91900.00,89700.00,90100.00,4356,392904300
2008-08-18,89800.00,92600.00,89300.00,91800.00,7859,715136700
2008-08-15,91300.00,92000.00,89200.00,91700.00,8109,734746100
2008-08-14,91200.00,94400.00,89800.00,91200.00,7582,692907500
2008-08-13,97000.00,97100.00,91900.00,92200.00,10247,960650000
2008-08-12,98700.00,103500.00,98700.00,100300.00,14292,1447281400
2008-08-11,102300.00,102800.00,96200.00,96700.00,7963,778978600
2008-08-08,98800.00,106400.00,95000.00,104200.00,7263,750036400
2008-08-07,97400.00,99400.00,96800.00,97800.00,5556,544691700
2008-08-06,95700.00,101700.00,94900.00,101700.00,4655,460754000
2008-08-05,95000.00,95300.00,90600.00,91700.00,10601,978294700
2008-08-04,101300.00,101800.00,95700.00,96000.00,7285,718708000
2008-08-01,104000.00,105600.00,101100.00,103800.00,10986,1133360200
2008-07-31,114500.00,115000.00,104200.00,106500.00,9881,1062801500
2008-07-30,116300.00,118900.00,112500.00,114500.00,7108,817308300
2008-07-29,118700.00,118700.00,115300.00,116200.00,3874,452140000
2008-07-28,119500.00,120900.00,117700.00,120700.00,3078,369062400
2008-07-25,118900.00,119800.00,117300.00,117500.00,2768,326968000
2008-07-24,115000.00,123000.00,114100.00,122000.00,7228,855855300
2008-07-23,103500.00,111400.00,103300.00,111400.00,7344,796479300
2008-07-22,112800.00,113000.00,102500.00,105200.00,7303,772821000
2008-07-18,113000.00,115000.00,112000.00,113000.00,2227,251453000
2008-07-17,114000.00,116000.00,113000.00,113000.00,2761,315607000
2008-07-16,113000.00,114000.00,111000.00,114000.00,2286,258536000
2008-07-15,112000.00,114000.00,111000.00,112000.00,2067,232861000
2008-07-14,115000.00,116000.00,112000.00,112000.00,1762,200452000
2008-07-11,115000.00,117000.00,112000.00,114000.00,3768,431175000
2008-07-10,111000.00,116000.00,111000.00,115000.00,2844,323588000
2008-07-09,117000.00,117000.00,113000.00,113000.00,2694,308594000
2008-07-08,118000.00,120000.00,113000.00,116000.00,3546,409573000
2008-07-07,113000.00,119000.00,110000.00,117000.00,4749,545938000
