日付,始値,高値,安値,終値,出来高,売買代金
2016-12-30,1900.00,1929.00,1888.50,1912.00,4607200,8795129750
2016-12-29,1950.00,1960.00,1919.50,1923.00,6059900,11721687400
2016-12-28,1985.00,1993.50,1962.00,1975.50,3599800,7112961700
2016-12-27,1966.50,1989.00,1956.00,1973.50,5034600,9933676150
2016-12-26,1985.00,2002.00,1965.50,1974.50,5094200,10067159600
2016-12-22,1995.00,2024.50,1992.00,2012.00,6614100,13320816050
2016-12-21,2020.00,2035.50,1990.50,2000.00,6865300,13813358400
2016-12-20,2015.00,2019.00,1985.00,2017.50,6695600,13438342100
2016-12-19,2050.00,2050.50,2018.00,2041.50,5546000,11293878350
2016-12-16,2060.00,2066.00,2043.00,2053.50,7519200,15432325950
2016-12-15,2028.00,2048.50,2007.50,2016.00,10460800,21213122500
2016-12-14,1963.50,1987.00,1962.00,1977.00,5725400,11306980150
2016-12-13,1960.00,1974.00,1936.50,1954.50,7445500,14533685050
2016-12-12,2029.50,2064.50,1971.00,1985.50,11558300,23300814500
2016-12-09,1980.00,1985.00,1946.00,1967.00,7939600,15585222750
2016-12-08,1935.00,1974.50,1934.00,1974.50,9856000,19266136500
2016-12-07,1893.00,1912.50,1885.00,1910.50,5892800,11210641450
2016-12-06,1889.00,1899.00,1861.00,1873.00,5834700,10961200700
2016-12-05,1845.50,1870.50,1830.50,1850.50,6438900,11913365150
2016-12-02,1885.50,1890.00,1866.00,1882.50,6230300,11712070500
2016-12-01,1935.00,1935.00,1876.00,1890.50,11237300,21446219600
2016-11-30,1870.00,1873.50,1828.50,1834.00,6440000,11881079650
2016-11-29,1844.50,1854.00,1833.00,1839.00,5394200,9936600500
2016-11-28,1845.00,1874.00,1822.50,1858.00,8622700,15916692500
2016-11-25,1855.00,1924.00,1855.00,1881.00,15786500,29888745600
2016-11-24,1809.00,1844.00,1794.50,1834.00,11459000,20885172600
2016-11-22,1778.00,1778.00,1733.00,1746.00,7960900,13941900300
2016-11-21,1800.00,1802.00,1767.50,1785.00,6525400,11642289950
2016-11-18,1750.50,1787.00,1748.00,1773.50,12106300,21483122550
2016-11-17,1700.00,1710.00,1681.00,1709.00,7591000,12915678450
2016-11-16,1665.00,1720.00,1660.00,1717.00,14667300,24937914950
2016-11-15,1641.00,1657.50,1602.50,1621.50,6568400,10657242450
2016-11-14,1540.00,1627.00,1538.50,1618.50,11985100,19185529450
2016-11-11,1563.50,1587.50,1521.50,1532.00,14091200,21772246300
2016-11-10,1581.00,1581.50,1493.50,1563.00,13049000,20173198050
2016-11-09,1652.00,1683.50,1455.50,1492.00,22752200,35194045600
2016-11-08,1620.00,1635.00,1615.00,1633.50,4205000,6838318350
2016-11-07,1627.50,1641.50,1610.00,1616.50,6939800,11266483600
2016-11-04,1604.50,1612.00,1541.50,1570.00,11264400,17612470550
2016-11-02,1678.00,1679.50,1648.00,1654.00,5807800,9651187000
2016-11-01,1722.00,1722.00,1702.50,1711.00,3647900,6241043000
2016-10-31,1713.50,1728.00,1704.50,1727.50,3780100,6492102050
2016-10-28,1722.00,1737.50,1715.50,1729.50,5408100,9343160250
2016-10-27,1715.00,1722.00,1692.50,1701.50,3061800,5218583900
2016-10-26,1713.50,1722.00,1699.00,1710.00,3697600,6321414750
2016-10-25,1695.00,1725.00,1693.00,1719.50,8016900,13759971400
2016-10-24,1663.00,1673.00,1645.00,1670.50,3706800,6159505500
2016-10-21,1676.50,1693.00,1655.00,1660.00,5021300,8416830550
2016-10-20,1639.00,1666.50,1633.50,1662.00,3846400,6369631350
2016-10-19,1651.00,1652.50,1633.50,1645.00,3982400,6547460000
2016-10-18,1640.00,1663.00,1634.50,1661.50,4302600,7101062300
2016-10-17,1639.00,1661.50,1633.00,1648.50,3213900,5297832850
2016-10-14,1621.00,1641.00,1610.50,1640.00,4413500,7189941100
2016-10-13,1663.00,1673.00,1620.00,1623.00,4965800,8163769300
2016-10-12,1623.00,1647.00,1616.50,1633.50,4422900,7215523700
2016-10-11,1663.50,1682.00,1652.00,1659.50,4132600,6878505400
2016-10-07,1650.00,1668.00,1643.50,1668.00,4383200,7258183750
2016-10-06,1652.00,1679.50,1650.50,1655.50,7308300,12165416800
2016-10-05,1589.00,1625.00,1582.50,1618.50,8564500,13790368050
2016-10-04,1552.50,1572.00,1546.00,1561.00,4761200,7439899050
2016-10-03,1551.00,1558.50,1537.50,1539.50,3957300,6127410550
2016-09-30,1529.50,1539.00,1512.00,1531.50,5768200,8789015350
2016-09-29,1566.50,1585.00,1557.00,1569.50,5693500,8959633050
2016-09-28,1535.00,1556.00,1527.00,1536.50,4354800,6692034600
2016-09-27,1515.50,1577.50,1501.00,1577.50,7764900,12010019300
2016-09-26,1565.00,1568.50,1540.00,1541.00,4982900,7709345650
2016-09-23,1578.00,1583.50,1567.00,1580.00,7035300,11098707550
2016-09-21,1574.00,1633.00,1552.50,1633.00,8869000,14160377950
2016-09-20,1575.00,1605.50,1567.50,1581.00,5096000,8072330250
2016-09-16,1580.00,1602.50,1566.00,1601.50,5719300,9071637100
2016-09-15,1620.00,1620.00,1584.00,1592.00,5160300,8247849750
2016-09-14,1647.00,1659.00,1631.00,1632.50,4363600,7171880800
2016-09-13,1664.00,1672.50,1636.00,1646.50,3884300,6413600300
2016-09-12,1648.00,1656.50,1631.00,1646.00,3745900,6152691000
2016-09-09,1658.50,1678.00,1656.00,1670.50,5101000,8508395450
2016-09-08,1677.50,1688.00,1658.50,1669.00,5265300,8788692850
2016-09-07,1650.50,1696.00,1636.00,1684.00,7575800,12637960500
2016-09-06,1710.00,1728.00,1684.00,1713.00,4787300,8193023900
2016-09-05,1761.50,1767.50,1698.00,1702.00,6014500,10408836150
2016-09-02,1680.00,1719.50,1661.50,1716.50,6857100,11612501550
2016-09-01,1706.00,1736.00,1705.00,1724.00,6282000,10825894350
2016-08-31,1675.00,1721.50,1674.00,1705.50,9021500,15364651750
2016-08-30,1610.00,1639.50,1603.00,1628.00,5520000,8971437500
2016-08-29,1580.00,1618.50,1572.00,1612.50,8319600,13340514600
2016-08-26,1522.00,1532.00,1515.00,1516.00,5056700,7694057300
2016-08-25,1525.00,1553.00,1515.50,1545.50,4415000,6799442000
2016-08-24,1525.50,1551.50,1520.00,1522.00,4210300,6447051050
2016-08-23,1535.00,1538.50,1493.00,1504.50,6073300,9162181400
2016-08-22,1552.00,1561.00,1537.00,1550.00,4811500,7440138350
