日付,始値,高値,安値,終値,出来高,売買代金
2009-12-30,212.00,214.00,210.00,212.00,8716000,1850486000
2009-12-29,211.00,212.00,208.00,211.00,10443000,2188484000
2009-12-28,214.00,215.00,211.00,212.00,12158000,2587833000
2009-12-25,214.00,215.00,213.00,214.00,7296000,1563144000
2009-12-24,215.00,216.00,214.00,215.00,12966000,2781311000
2009-12-22,214.00,216.00,213.00,213.00,29785000,6381288000
2009-12-21,211.00,214.00,210.00,212.00,14278000,3030023000
2009-12-18,206.00,210.00,202.00,209.00,13808000,2856737000
2009-12-17,206.00,212.00,205.00,208.00,24797000,5196996000
2009-12-16,205.00,208.00,200.00,203.00,11141000,2264315000
2009-12-15,199.00,204.00,197.00,202.00,8944000,1797419000
2009-12-14,200.00,202.00,198.00,200.00,10637000,2125362000
2009-12-11,195.00,199.00,191.00,197.00,18620000,3633573000
2009-12-10,196.00,199.00,192.00,195.00,15839000,3093879000
2009-12-09,204.00,205.00,199.00,201.00,13168000,2651119000
2009-12-08,209.00,211.00,207.00,209.00,11457000,2391470000
2009-12-07,213.00,215.00,211.00,214.00,19535000,4155335000
2009-12-04,207.00,210.00,204.00,210.00,18346000,3802664000
2009-12-03,199.00,208.00,198.00,207.00,26258000,5359085000
2009-12-02,194.00,198.00,192.00,194.00,16229000,3159489000
2009-12-01,182.00,196.00,179.00,194.00,19133000,3631107000
2009-11-30,177.00,186.00,177.00,184.00,21329000,3890824000
2009-11-27,173.00,176.00,171.00,174.00,17355000,3015683000
2009-11-26,183.00,188.00,179.00,183.00,21977000,4013445000
2009-11-25,183.00,187.00,181.00,187.00,10798000,1986166000
2009-11-24,189.00,190.00,182.00,183.00,10418000,1930632000
2009-11-20,181.00,191.00,180.00,189.00,20356000,3808907000
2009-11-19,190.00,190.00,179.00,185.00,19137000,3521786000
2009-11-18,191.00,193.00,187.00,190.00,14411000,2736580000
2009-11-17,200.00,201.00,193.00,195.00,16265000,3191287000
2009-11-16,207.00,208.00,199.00,201.00,17821000,3611964000
2009-11-13,208.00,210.00,207.00,210.00,11997000,2500763000
2009-11-12,211.00,212.00,206.00,207.00,9370000,1956862000
2009-11-11,211.00,212.00,210.00,211.00,10109000,2130168000
2009-11-10,213.00,213.00,209.00,211.00,13557000,2862318000
2009-11-09,207.00,213.00,205.00,212.00,18587000,3909555000
2009-11-06,211.00,212.00,207.00,207.00,10936000,2288928000
2009-11-05,211.00,213.00,209.00,211.00,18613000,3923112000
2009-11-04,206.00,210.00,205.00,210.00,18504000,3854340000
2009-11-02,206.00,206.00,203.00,204.00,16671000,3408571000
2009-10-30,211.00,213.00,205.00,211.00,26123000,5446121000
2009-10-29,206.00,210.00,205.00,209.00,25737000,5353313000
2009-10-28,213.00,214.00,207.00,209.00,16904000,3549029000
2009-10-27,215.00,217.00,210.00,211.00,25143000,5367081000
2009-10-26,212.00,216.00,212.00,216.00,25384000,5446887000
2009-10-23,214.00,215.00,211.00,211.00,29293000,6251053000
2009-10-22,206.00,216.00,205.00,214.00,104895000,22080895000
2009-10-21,212.00,213.00,208.00,208.00,32815000,6903990000
2009-10-20,215.00,215.00,211.00,212.00,23624000,5029463000
2009-10-19,212.00,216.00,209.00,215.00,24944000,5327700000
2009-10-16,222.00,222.00,212.00,213.00,52236000,11210586000
2009-10-15,220.00,226.00,217.00,222.00,81674000,18039332000
2009-10-14,228.00,228.00,213.00,220.00,86726000,19029371000
2009-10-13,232.00,238.00,227.00,235.00,57817000,13485284000
2009-10-09,218.00,227.00,216.00,227.00,41630000,9215237000
2009-10-08,210.00,228.00,210.00,218.00,67806000,14877474000
2009-10-07,202.00,215.00,196.00,211.00,44770000,9248118000
2009-10-06,195.00,200.00,191.00,199.00,58454000,11448276000
2009-10-05,194.00,195.00,180.00,185.00,28609000,5338829000
2009-10-02,191.00,196.00,188.00,196.00,14419000,2759894000
2009-10-01,201.00,203.00,197.00,198.00,15771000,3139982000
2009-09-30,209.00,209.00,196.00,201.00,44684000,8975045000
2009-09-29,215.00,220.00,208.00,208.00,22050000,4730855000
2009-09-28,216.00,216.00,204.00,210.00,16001000,3352190000
2009-09-25,229.00,230.00,225.00,225.00,5614000,1273396000
2009-09-24,229.00,235.00,228.00,232.00,7149000,1656989000
2009-09-18,232.00,232.00,224.00,228.00,13137000,2998512000
2009-09-17,235.00,237.00,227.00,227.00,12192000,2821461000
2009-09-16,228.00,235.00,226.00,232.00,10094000,2328397000
2009-09-15,229.00,231.00,226.00,228.00,9778000,2230465000
2009-09-14,232.00,233.00,223.00,225.00,9896000,2244765000
2009-09-11,240.00,241.00,235.00,237.00,11924000,2843452000
2009-09-10,245.00,249.00,241.00,243.00,11718000,2867903000
2009-09-09,247.00,247.00,243.00,244.00,5593000,1368636000
2009-09-08,248.00,249.00,243.00,247.00,5435000,1336297000
2009-09-07,244.00,249.00,243.00,248.00,9480000,2338749000
2009-09-04,251.00,253.00,241.00,243.00,9891000,2440299000
2009-09-03,252.00,254.00,250.00,252.00,7184000,1806636000
2009-09-02,253.00,257.00,250.00,256.00,8697000,2200577000
2009-09-01,257.00,261.00,255.00,258.00,7323000,1891631000
2009-08-31,266.00,267.00,257.00,258.00,7104000,1847928000
2009-08-28,262.00,264.00,260.00,263.00,6917000,1811785000
2009-08-27,262.00,264.00,255.00,257.00,8316000,2148341000
2009-08-26,266.00,266.00,261.00,266.00,5122000,1354309000
2009-08-25,263.00,266.00,262.00,264.00,6233000,1641710000
2009-08-24,271.00,271.00,266.00,268.00,7796000,2092332000
2009-08-21,268.00,269.00,257.00,261.00,14965000,3924403000
2009-08-20,269.00,269.00,264.00,269.00,11419000,3052921000
2009-08-19,263.00,269.00,260.00,260.00,17129000,4534136000
2009-08-18,254.00,260.00,253.00,257.00,12149000,3112408000
2009-08-17,267.00,269.00,259.00,260.00,11448000,3013016000
2009-08-14,265.00,277.00,264.00,274.00,17632000,4771330000
2009-08-13,261.00,265.00,260.00,264.00,9023000,2367860000
2009-08-12,256.00,259.00,255.00,256.00,8443000,2166062000
2009-08-11,261.00,264.00,260.00,262.00,16393000,4293462000
2009-08-10,256.00,265.00,254.00,264.00,19868000,5153360000
2009-08-07,253.00,254.00,243.00,249.00,12579000,3111130000
2009-08-06,246.00,257.00,246.00,256.00,13324000,3378488000
2009-08-05,255.00,256.00,247.00,249.00,11398000,2864270000
2009-08-04,267.00,270.00,250.00,253.00,19885000,5129784000
2009-08-03,248.00,263.00,246.00,263.00,20518000,5276759000
2009-07-31,254.00,257.00,247.00,248.00,27027000,6777235000
2009-07-30,250.00,264.00,247.00,264.00,33490000,8598969000
2009-07-29,247.00,248.00,241.00,243.00,11063000,2709742000
2009-07-28,250.00,252.00,245.00,252.00,9661000,2404305000
2009-07-27,246.00,252.00,243.00,250.00,14257000,3554070000
2009-07-24,242.00,246.00,240.00,245.00,16308000,3964232000
2009-07-23,236.00,239.00,232.00,235.00,15505000,3655924000
2009-07-22,238.00,239.00,235.00,238.00,11904000,2824487000
2009-07-21,237.00,240.00,232.00,240.00,12143000,2875019000
2009-07-17,236.00,239.00,230.00,232.00,19845000,4639614000
2009-07-16,251.00,254.00,237.00,240.00,45451000,11151804000
2009-07-15,219.00,227.00,216.00,226.00,15342000,3414364000
2009-07-14,213.00,222.00,211.00,214.00,16609000,3610206000
2009-07-13,213.00,216.00,202.00,203.00,15053000,3130684000
2009-07-10,218.00,221.00,214.00,216.00,19854000,4312809000
2009-07-09,219.00,225.00,214.00,219.00,23419000,5153215000
2009-07-08,222.00,223.00,215.00,220.00,15889000,3479133000
2009-07-07,232.00,233.00,225.00,227.00,13059000,2982247000
2009-07-06,240.00,243.00,231.00,235.00,11544000,2723191000
2009-07-03,239.00,245.00,234.00,242.00,14582000,3501746000
2009-07-02,249.00,252.00,241.00,243.00,9340000,2284073000
2009-07-01,243.00,253.00,242.00,249.00,11948000,2958611000
2009-06-30,251.00,252.00,245.00,247.00,6729000,1670491000
2009-06-29,250.00,254.00,244.00,245.00,8638000,2151688000
2009-06-26,250.00,252.00,243.00,249.00,12440000,3089386000
2009-06-25,237.00,252.00,237.00,247.00,16323000,4006583000
2009-06-24,243.00,244.00,236.00,238.00,7912000,1888202000
2009-06-23,244.00,245.00,238.00,239.00,11373000,2730205000
2009-06-22,247.00,253.00,242.00,251.00,12532000,3103006000
2009-06-19,256.00,263.00,250.00,251.00,14824000,3766346000
2009-06-18,260.00,262.00,251.00,254.00,9903000,2513818000
2009-06-17,259.00,265.00,256.00,265.00,14641000,3818425000
2009-06-16,270.00,271.00,262.00,263.00,11819000,3146737000
2009-06-15,286.00,289.00,276.00,277.00,11238000,3162264000
2009-06-12,283.00,289.00,282.00,285.00,20323000,5779268000
2009-06-11,285.00,290.00,281.00,287.00,12188000,3475930000
2009-06-10,281.00,289.00,281.00,288.00,11664000,3336300000
2009-06-09,292.00,295.00,280.00,280.00,20134000,5797010000
2009-06-08,282.00,296.00,282.00,294.00,29456000,8585872000
2009-06-05,265.00,278.00,262.00,277.00,43965000,11930611000
2009-06-04,254.00,255.00,251.00,251.00,8096000,2048134000
2009-06-03,254.00,258.00,251.00,257.00,11950000,3041307000
2009-06-02,255.00,259.00,253.00,256.00,12212000,3124901000
2009-06-01,246.00,249.00,243.00,248.00,11301000,2782341000
2009-05-29,251.00,252.00,244.00,247.00,17326000,4291966000
2009-05-28,240.00,247.00,239.00,246.00,15254000,3720401000
2009-05-27,246.00,247.00,239.00,239.00,15109000,3657541000
2009-05-26,238.00,243.00,232.00,243.00,14632000,3488565000
2009-05-25,243.00,247.00,237.00,240.00,11881000,2861058000
2009-05-22,234.00,242.00,225.00,240.00,29927000,7018539000
2009-05-21,225.00,242.00,223.00,241.00,29473000,6920247000
2009-05-20,225.00,227.00,217.00,226.00,20021000,4451584000
2009-05-19,234.00,236.00,220.00,223.00,17777000,3999015000
2009-05-18,223.00,226.00,220.00,226.00,12548000,2805282000
2009-05-15,224.00,233.00,218.00,232.00,18553000,4197584000
2009-05-14,232.00,234.00,222.00,225.00,15858000,3596748000
2009-05-13,236.00,243.00,232.00,241.00,25312000,6007408000
2009-05-12,253.00,255.00,246.00,248.00,15898000,3973106000
2009-05-11,263.00,265.00,255.00,260.00,11561000,2997515000
2009-05-08,258.00,266.00,256.00,266.00,11279000,2951800000
2009-05-07,262.00,263.00,256.00,263.00,17330000,4517512000
2009-05-01,247.00,252.00,243.00,250.00,11345000,2809573000
2009-04-30,242.00,248.00,242.00,243.00,9584000,2345197000
2009-04-28,243.00,252.00,231.00,234.00,14504000,3497646000
2009-04-27,249.00,252.00,242.00,247.00,9905000,2441909000
2009-04-24,252.00,257.00,242.00,245.00,16660000,4144180000
2009-04-23,246.00,255.00,243.00,254.00,26123000,6490694000
2009-04-22,258.00,259.00,241.00,241.00,20594000,5094126000
2009-04-21,245.00,254.00,245.00,253.00,20724000,5172644000
2009-04-20,249.00,260.00,245.00,260.00,19681000,4985720000
2009-04-17,242.00,246.00,237.00,246.00,19487000,4721622000
2009-04-16,247.00,252.00,232.00,232.00,20751000,5018242000
2009-04-15,230.00,241.00,227.00,237.00,27119000,6349626000
2009-04-14,271.00,273.00,242.00,243.00,36414000,9128382000
2009-04-13,257.00,275.00,256.00,266.00,36070000,9660651000
2009-04-10,263.00,269.00,245.00,256.00,39819000,10296329000
2009-04-09,235.00,248.00,232.00,248.00,34364000,8219115000
2009-04-08,221.00,236.00,218.00,225.00,38272000,8680864000
2009-04-07,212.00,230.00,210.00,227.00,44230000,9822165000
2009-04-06,203.00,219.00,202.00,213.00,44583000,9433798000
2009-04-03,196.00,196.00,178.00,193.00,46172000,8730371000
2009-04-02,180.00,194.00,177.00,186.00,30339000,5656682000
2009-04-01,169.00,175.00,166.00,173.00,15583000,2660693000
2009-03-31,168.00,177.00,164.00,164.00,17963000,3056714000
2009-03-30,189.00,191.00,170.00,171.00,16769000,3014082000
2009-03-27,187.00,197.00,187.00,194.00,17528000,3383768000
2009-03-26,186.00,188.00,183.00,184.00,9057000,1679767000
2009-03-25,187.00,191.00,183.00,187.00,20497000,3842695000
2009-03-24,190.00,192.00,183.00,188.00,28771000,5400128000
2009-03-23,161.00,176.00,160.00,175.00,19081000,3210706000
2009-03-19,163.00,167.00,159.00,166.00,13474000,2205716000
2009-03-18,164.00,174.00,163.00,169.00,24146000,4047149000
2009-03-17,157.00,160.00,155.00,159.00,17224000,2720261000
