日付,始値,高値,安値,終値,出来高,売買代金
2007-12-28,559.00,568.00,556.00,558.00,4998000,2800642000
2007-12-27,562.00,564.00,549.00,549.00,2376000,1315409000
2007-12-26,557.00,562.00,557.00,562.00,1526000,855310000
2007-12-25,562.00,562.00,552.00,556.00,2378000,1323197000
2007-12-21,544.00,547.00,537.00,545.00,3836000,2079581000
2007-12-20,553.00,553.00,537.00,540.00,4161000,2263521000
2007-12-19,548.00,555.00,544.00,546.00,4857000,2667284000
2007-12-18,544.00,559.00,542.00,556.00,5094000,2820754000
2007-12-17,563.00,567.00,553.00,554.00,3845000,2150061000
2007-12-14,573.00,583.00,568.00,573.00,7034000,4033824000
2007-12-13,579.00,582.00,567.00,569.00,3499000,2008836000
2007-12-12,591.00,591.00,576.00,587.00,3572000,2078545000
2007-12-11,591.00,594.00,588.00,591.00,2659000,1571973000
2007-12-10,588.00,593.00,578.00,584.00,3803000,2219849000
2007-12-07,590.00,600.00,590.00,593.00,4533000,2692250000
2007-12-06,582.00,586.00,576.00,584.00,4144000,2411072000
2007-12-05,577.00,579.00,563.00,572.00,5358000,3064081000
2007-12-04,587.00,593.00,570.00,577.00,6456000,3743779000
2007-12-03,607.00,611.00,591.00,594.00,6974000,4178655000
2007-11-30,588.00,597.00,581.00,597.00,16058000,9490425000
2007-11-29,578.00,583.00,570.00,573.00,8610000,4963301000
2007-11-28,557.00,558.00,548.00,551.00,5237000,2896207000
2007-11-27,528.00,553.00,526.00,545.00,6782000,3668459000
2007-11-26,535.00,547.00,531.00,538.00,6913000,3740219000
2007-11-22,517.00,538.00,517.00,532.00,6773000,3572334000
2007-11-21,529.00,539.00,526.00,533.00,8787000,4670546000
2007-11-20,532.00,542.00,513.00,542.00,8820000,4666883000
2007-11-19,564.00,574.00,549.00,552.00,9047000,5047848000
2007-11-16,550.00,556.00,544.00,554.00,6729000,3711318000
2007-11-15,544.00,558.00,542.00,551.00,9965000,5493939000
2007-11-14,570.00,578.00,549.00,561.00,9496000,5317572000
