日付,始値,高値,安値,終値,出来高,売買代金
2013-12-30,550.00,551.00,539.00,544.00,81488000,44392893000
2013-12-27,539.00,545.00,533.00,542.00,130799000,70410873000
2013-12-26,520.00,539.00,517.00,532.00,108728000,57560230000
2013-12-25,503.00,515.00,502.00,513.00,73225000,37184067000
2013-12-24,507.00,512.00,500.00,502.00,78435000,39633021000
2013-12-20,495.00,510.00,491.00,508.00,136034000,68372225000
2013-12-19,497.00,499.00,490.00,491.00,111094000,55055885000
2013-12-18,472.00,485.00,472.00,482.00,60357000,29013300000
2013-12-17,480.00,484.00,471.00,476.00,53840000,25713411000
2013-12-16,484.00,487.00,473.00,477.00,83936000,40164429000
2013-12-13,488.00,495.00,484.00,492.00,111609000,54684814000
2013-12-12,474.00,483.00,473.00,482.00,45001000,21576857000
2013-12-11,480.00,481.00,474.00,478.00,36437000,17410621000
2013-12-10,487.00,489.00,482.00,483.00,42217000,20458593000
2013-12-09,486.00,489.00,483.00,485.00,68636000,33332545000
2013-12-06,463.00,473.00,462.00,471.00,53962000,25256545000
2013-12-05,478.00,478.00,465.00,465.00,101415000,47825403000
2013-12-04,481.00,483.00,475.00,478.00,60694000,29058965000
2013-12-03,487.00,493.00,486.00,490.00,90737000,44439285000
2013-12-02,474.00,488.00,473.00,482.00,114634000,55228083000
2013-11-29,470.00,476.00,465.00,471.00,79916000,37554167000
2013-11-28,470.00,478.00,468.00,472.00,89853000,42433873000
2013-11-27,462.00,468.00,460.00,462.00,37917000,17596267000
2013-11-26,467.00,473.00,461.00,467.00,66278000,30985032000
2013-11-25,462.00,476.00,460.00,475.00,115604000,54308865000
2013-11-22,456.00,461.00,453.00,457.00,78048000,35728218000
2013-11-21,448.00,453.00,447.00,451.00,38527000,17375412000
2013-11-20,452.00,453.00,448.00,450.00,22051000,9920031000
2013-11-19,449.00,453.00,448.00,452.00,32405000,14592077000
2013-11-18,454.00,455.00,449.00,451.00,37861000,17130938000
2013-11-15,452.00,454.00,449.00,451.00,48796000,22040654000
2013-11-14,444.00,450.00,441.00,446.00,47408000,21142786000
2013-11-13,436.00,448.00,435.00,445.00,67327000,29799675000
2013-11-12,417.00,436.00,416.00,432.00,58243000,24965088000
2013-11-11,430.00,432.00,420.00,424.00,33507000,14228715000
2013-11-08,421.00,428.00,418.00,424.00,24486000,10350864000
2013-11-07,434.00,436.00,426.00,428.00,32198000,13823832000
2013-11-06,429.00,438.00,425.00,434.00,33776000,14583143000
