日付,始値,高値,安値,終値,出来高,売買代金
2010-12-30,233.00,234.00,230.00,233.00,9389000,2176852000
2010-12-29,237.00,237.00,235.00,236.00,7933000,1869635000
2010-12-28,237.00,239.00,236.00,238.00,7352000,1745401000
2010-12-27,236.00,240.00,236.00,239.00,8196000,1951620000
2010-12-24,242.00,242.00,237.00,239.00,14056000,3360981000
2010-12-22,244.00,246.00,244.00,245.00,7869000,1926488000
2010-12-21,245.00,247.00,244.00,245.00,10368000,2545482000
2010-12-20,243.00,246.00,243.00,244.00,12042000,2944164000
2010-12-17,242.00,244.00,241.00,244.00,11126000,2700462000
2010-12-16,244.00,244.00,242.00,243.00,9117000,2216385000
2010-12-15,247.00,248.00,242.00,243.00,15387000,3768663000
2010-12-14,246.00,247.00,243.00,246.00,7783000,1908034000
2010-12-13,244.00,246.00,241.00,246.00,12546000,3066582000
2010-12-10,249.00,249.00,241.00,244.00,28269000,6939621000
2010-12-09,245.00,248.00,244.00,247.00,27959000,6884334000
2010-12-08,237.00,241.00,236.00,240.00,13402000,3202950000
2010-12-07,239.00,240.00,235.00,237.00,11150000,2644392000
2010-12-06,236.00,240.00,234.00,239.00,9495000,2258272000
2010-12-03,240.00,243.00,238.00,238.00,21021000,5050486000
2010-12-02,237.00,240.00,236.00,237.00,20327000,4840259000
2010-12-01,230.00,233.00,229.00,232.00,15385000,3552339000
2010-11-30,237.00,238.00,231.00,233.00,17629000,4136877000
2010-11-29,237.00,239.00,235.00,238.00,14158000,3354890000
2010-11-26,238.00,240.00,236.00,237.00,13471000,3199098000
2010-11-25,237.00,240.00,233.00,239.00,29444000,6979181000
2010-11-24,231.00,233.00,228.00,233.00,20960000,4846945000
2010-11-22,238.00,239.00,235.00,237.00,14068000,3332177000
2010-11-19,237.00,239.00,235.00,237.00,21212000,5026542000
2010-11-18,232.00,234.00,229.00,233.00,29266000,6781204000
2010-11-17,227.00,233.00,227.00,231.00,41899000,9634955000
2010-11-16,221.00,228.00,220.00,224.00,31900000,7156860000
2010-11-15,218.00,220.00,216.00,218.00,12081000,2634364000
2010-11-12,217.00,219.00,214.00,215.00,13615000,2947924000
2010-11-11,216.00,221.00,216.00,218.00,18319000,4014611000
2010-11-10,213.00,216.00,212.00,213.00,18148000,3874758000
2010-11-09,214.00,215.00,209.00,211.00,14689000,3109414000
2010-11-08,214.00,217.00,214.00,215.00,10136000,2183968000
2010-11-05,210.00,213.00,209.00,211.00,11035000,2331880000
2010-11-04,207.00,209.00,206.00,206.00,14246000,2952479000
2010-11-02,201.00,202.00,198.00,202.00,12443000,2490578000
2010-11-01,204.00,206.00,201.00,204.00,13458000,2742915000
2010-10-29,209.00,210.00,202.00,205.00,19551000,4000888000
2010-10-28,210.00,211.00,207.00,210.00,21120000,4415420000
2010-10-27,212.00,213.00,209.00,211.00,18897000,3991640000
2010-10-26,210.00,213.00,208.00,209.00,15112000,3178127000
2010-10-25,216.00,217.00,212.00,213.00,10531000,2254861000
2010-10-22,213.00,217.00,211.00,215.00,16126000,3452065000
2010-10-21,216.00,218.00,210.00,212.00,33389000,7148171000
2010-10-20,208.00,214.00,206.00,212.00,23371000,4916887000
2010-10-19,209.00,210.00,205.00,209.00,22738000,4731758000
2010-10-18,207.00,214.00,204.00,212.00,30421000,6389035000
2010-10-15,215.00,218.00,212.00,214.00,15023000,3226692000
2010-10-14,212.00,218.00,211.00,214.00,23789000,5116622000
2010-10-13,213.00,216.00,209.00,210.00,15276000,3244034000
2010-10-12,219.00,219.00,208.00,208.00,29498000,6244374000
2010-10-08,218.00,223.00,217.00,219.00,36320000,8010650000
2010-10-07,211.00,218.00,211.00,216.00,19849000,4288266000
2010-10-06,209.00,216.00,207.00,213.00,25919000,5511233000
2010-10-05,204.00,211.00,204.00,207.00,32496000,6760905000
2010-10-04,201.00,209.00,200.00,205.00,16411000,3374175000
2010-10-01,203.00,203.00,198.00,201.00,12475000,2501062000
2010-09-30,205.00,206.00,201.00,201.00,15602000,3176079000
2010-09-29,203.00,208.00,203.00,203.00,12921000,2649201000
2010-09-28,202.00,205.00,201.00,203.00,7687000,1558024000
2010-09-27,199.00,203.00,199.00,202.00,13089000,2631258000
2010-09-24,194.00,204.00,193.00,198.00,25360000,5033737000
2010-09-22,198.00,201.00,196.00,198.00,16404000,3251786000
2010-09-21,210.00,211.00,200.00,202.00,16224000,3316948000
2010-09-17,204.00,209.00,202.00,207.00,20338000,4189638000
2010-09-16,205.00,207.00,200.00,203.00,26041000,5302222000
2010-09-15,188.00,203.00,186.00,201.00,36535000,7209190000
2010-09-14,190.00,191.00,187.00,189.00,10498000,1984901000
2010-09-13,192.00,194.00,190.00,191.00,13163000,2520602000
2010-09-10,190.00,193.00,188.00,190.00,14873000,2834216000
2010-09-09,187.00,188.00,185.00,187.00,7962000,1483381000
2010-09-08,186.00,187.00,183.00,185.00,12781000,2362964000
2010-09-07,193.00,193.00,190.00,191.00,8852000,1694841000
2010-09-06,192.00,197.00,190.00,194.00,21568000,4185476000
2010-09-03,184.00,188.00,183.00,187.00,20570000,3820716000
2010-09-02,186.00,188.00,180.00,183.00,26803000,4909579000
2010-09-01,185.00,186.00,181.00,184.00,24736000,4545640000
2010-08-31,191.00,192.00,188.00,188.00,11409000,2162860000
2010-08-30,195.00,198.00,194.00,195.00,12477000,2441939000
2010-08-27,186.00,196.00,184.00,191.00,20041000,3805604000
2010-08-26,191.00,192.00,187.00,189.00,9368000,1768888000
2010-08-25,191.00,191.00,188.00,190.00,13113000,2486658000
2010-08-24,196.00,196.00,192.00,194.00,13903000,2698797000
2010-08-23,198.00,200.00,195.00,198.00,11307000,2238449000
2010-08-20,196.00,200.00,195.00,198.00,16866000,3343980000
2010-08-19,194.00,203.00,193.00,201.00,26780000,5344661000
2010-08-18,197.00,197.00,191.00,194.00,21099000,4083923000
2010-08-17,195.00,197.00,192.00,196.00,13476000,2626151000
2010-08-16,198.00,198.00,195.00,198.00,8339000,1643379000
2010-08-13,199.00,201.00,196.00,200.00,15901000,3157043000
2010-08-12,197.00,202.00,195.00,202.00,15984000,3166713000
2010-08-11,206.00,206.00,202.00,203.00,8517000,1731336000
2010-08-10,209.00,211.00,207.00,208.00,5197000,1085858000
2010-08-09,207.00,210.00,206.00,208.00,9239000,1916832000
2010-08-06,206.00,208.00,206.00,208.00,6024000,1248526000
2010-08-05,210.00,212.00,207.00,208.00,8219000,1720448000
2010-08-04,206.00,209.00,205.00,207.00,11720000,2423558000
2010-08-03,212.00,213.00,209.00,210.00,15015000,3161457000
2010-08-02,206.00,208.00,200.00,206.00,22947000,4692092000
2010-07-30,210.00,211.00,203.00,209.00,19512000,4049074000
2010-07-29,210.00,213.00,209.00,210.00,12038000,2533910000
2010-07-28,213.00,215.00,211.00,214.00,14857000,3168344000
2010-07-27,210.00,214.00,210.00,211.00,9460000,2004827000
2010-07-26,214.00,215.00,209.00,210.00,15070000,3200778000
2010-07-23,205.00,208.00,203.00,207.00,15333000,3164725000
2010-07-22,198.00,201.00,198.00,201.00,10505000,2096127000
2010-07-21,206.00,207.00,198.00,199.00,14252000,2860731000
2010-07-20,199.00,204.00,196.00,203.00,22287000,4487833000
2010-07-16,210.00,211.00,202.00,206.00,25986000,5332202000
2010-07-15,214.00,216.00,211.00,213.00,12681000,2701945000
2010-07-14,217.00,220.00,215.00,217.00,14893000,3243455000
2010-07-13,214.00,217.00,210.00,211.00,8858000,1887098000
2010-07-12,210.00,217.00,210.00,213.00,9034000,1935637000
2010-07-09,214.00,216.00,209.00,212.00,15115000,3209298000
2010-07-08,214.00,217.00,211.00,212.00,18998000,4061416000
2010-07-07,209.00,212.00,203.00,204.00,14039000,2899239000
2010-07-06,200.00,208.00,196.00,207.00,12154000,2461990000
2010-07-05,200.00,203.00,199.00,201.00,10133000,2033967000
2010-07-02,200.00,202.00,198.00,201.00,14239000,2852952000
2010-07-01,206.00,207.00,198.00,199.00,20884000,4191568000
2010-06-30,205.00,210.00,202.00,210.00,22444000,4629291000
2010-06-29,217.00,220.00,210.00,212.00,16140000,3463902000
2010-06-28,221.00,222.00,216.00,218.00,9813000,2141032000
2010-06-25,224.00,224.00,219.00,221.00,14075000,3113051000
2010-06-24,226.00,228.00,224.00,226.00,6437000,1457813000
2010-06-23,229.00,230.00,226.00,228.00,12891000,2938014000
2010-06-22,233.00,237.00,233.00,234.00,13264000,3118701000
2010-06-21,232.00,237.00,229.00,236.00,17915000,4199286000
2010-06-18,229.00,230.00,226.00,229.00,10391000,2373850000
2010-06-17,232.00,235.00,228.00,230.00,14353000,3311360000
2010-06-16,236.00,239.00,234.00,236.00,19972000,4718278000
2010-06-15,226.00,232.00,224.00,228.00,17565000,4011795000
2010-06-14,225.00,227.00,223.00,225.00,10214000,2300214000
2010-06-11,226.00,227.00,219.00,220.00,21873000,4882464000
2010-06-10,223.00,223.00,217.00,220.00,15988000,3505568000
2010-06-09,226.00,226.00,218.00,222.00,25182000,5587553000
2010-06-08,228.00,234.00,227.00,230.00,18764000,4323248000
2010-06-07,229.00,230.00,225.00,227.00,15690000,3566742000
2010-06-04,237.00,241.00,236.00,238.00,12407000,2959263000
2010-06-03,233.00,240.00,231.00,237.00,24557000,5802749000
2010-06-02,231.00,233.00,223.00,225.00,31928000,7250210000
2010-06-01,237.00,237.00,231.00,235.00,11394000,2661389000
2010-05-31,236.00,242.00,235.00,237.00,17560000,4186067000
2010-05-28,236.00,238.00,232.00,236.00,27933000,6575903000
2010-05-27,226.00,230.00,224.00,228.00,40340000,9183766000
2010-05-26,226.00,231.00,217.00,229.00,27918000,6263933000
2010-05-25,225.00,226.00,218.00,220.00,16119000,3564712000
2010-05-24,229.00,231.00,225.00,228.00,20029000,4555971000
2010-05-21,230.00,232.00,226.00,231.00,26703000,6110872000
2010-05-20,243.00,247.00,237.00,238.00,19676000,4747528000
2010-05-19,233.00,250.00,232.00,246.00,36776000,8935083000
